id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
152662698860101632,152662698860101632,2011-12-30 17:09:59 대한민국 표준시,2011-12-30,17:09:59,+0900,250535153,schneiderkorea,SchneiderElectricKor,,"슈나이더일렉트릭, 희망의 연탄 나눔 봉사활동 펼쳤다. 에너지 관리 전문기업 슈나이더 일렉트릭은 지난 10일 익산에서 노인종합 복지관에서 주최한 희망의 연탄 나눔 사업에 참여해 총 1천200여장의 연탄을 배달했다.  http://t.co/yr57mAQ9",ko,[],[],['https://pbs.twimg.com/media/Ah5d6nCCQAAvQ52.jpg'],0,0,0,[],[],https://twitter.com/SchneiderKOREA/status/152662698860101632,False,,1,https://pbs.twimg.com/media/Ah5d6nCCQAAvQ52.jpg,,,,,,,[],,,,
152315613266722816,152315613266722816,2011-12-29 18:10:47 대한민국 표준시,2011-12-29,18:10:47,+0900,250535153,schneiderkorea,SchneiderElectricKor,,"[슈나이더 일렉트릭] 빌딩자동화 시스템은 정보통신의 발달과 기술혁신에 따라 대형,고층화 되면서 공조설비제어,전력제어,조명제어,출입관리로 확장되면서 인텔리전트화 되고 빌딩 관리 시스템에서도 BA의 역할이 중요해졌다.  http://t.co/I0WgwLKo",ko,[],[],['https://pbs.twimg.com/media/Ah0iPkcCQAE0avv.jpg'],0,0,0,[],[],https://twitter.com/SchneiderKOREA/status/152315613266722816,False,,1,https://pbs.twimg.com/media/Ah0iPkcCQAE0avv.jpg,,,,,,,[],,,,
151915298486886400,151915298486886400,2011-12-28 15:40:04 대한민국 표준시,2011-12-28,15:40:04,+0900,250535153,schneiderkorea,SchneiderElectricKor,,"[슈나이더일렉트릭에너지솔루션]슈나이더 일렉트릭 에너지솔루션, 대기업 ‘에너지ㆍ온실가스 관리’ 일등공신. 두산인프라코어, LG화학 등 큰사업장을 가진 제조업체들이 온실가스 감축과 에너지절감에 나서는 사례가 늘고있다.  http://t.co/66YYbzfG",ko,[],[],['https://pbs.twimg.com/media/Ahu2KLrCIAEUbgd.jpg'],0,0,0,[],[],https://twitter.com/SchneiderKOREA/status/151915298486886400,False,,1,https://pbs.twimg.com/media/Ahu2KLrCIAEUbgd.jpg,,,,,,,[],,,,
151585164080857088,151585164080857088,2011-12-27 17:48:14 대한민국 표준시,2011-12-27,17:48:14,+0900,250535153,schneiderkorea,SchneiderElectricKor,,"[슈나이더일렉트릭] 외국계 기업 인재 채용 기준, 다양한 사회경험 보유한 책임있는 국제인 뽑는다 외국계기업들은 인재를 채용하는 최우선 기준으로 ‘경험’을 꼽았다. 경력은 물론이지만 신입도 다양한사회 경험을 중시했다  http://t.co/3f5CHkBW",ko,[],[],['https://pbs.twimg.com/media/AhqJ51LCQAAntrW.jpg'],0,1,0,[],[],https://twitter.com/SchneiderKOREA/status/151585164080857088,False,,1,https://pbs.twimg.com/media/AhqJ51LCQAAntrW.jpg,,,,,,,[],,,,
151215457750351873,151215457750351873,2011-12-26 17:19:09 대한민국 표준시,2011-12-26,17:19:09,+0900,250535153,schneiderkorea,SchneiderElectricKor,,"[슈나이더일렉트릭1등기업선정]1등 기업 비결은 ‘착한 경영’ 테마형 사회공헌활동으로 착한 경영의 모범을 보이는 기업에 슈나이더 일렉트릭이 선정되었다. 이밖에도 삼성전자, IBM, 휘슬러, LG생활건강등이 선정되었다  http://t.co/WUskNr4m",ko,[],[],['https://pbs.twimg.com/media/Ahk5qFyCAAA3_-v.jpg'],0,0,0,[],[],https://twitter.com/SchneiderKOREA/status/151215457750351873,False,,1,https://pbs.twimg.com/media/Ahk5qFyCAAA3_-v.jpg,,,,,,,[],,,,
150109428337737728,150109428337737728,2011-12-23 16:04:11 대한민국 표준시,2011-12-23,16:04:11,+0900,250535153,schneiderkorea,SchneiderElectricKor,,"[슈나이더 일렉트릭] ""에너지 유니버시티"" 버스 광고를 찾아라! 버스에 에너지 유니버시티 광고를 보고 블로그/페이스북에 올리면 참여하신분 중 100분께 백화점 상품권을 드립니다  http://t.co/ZjvHFf0A  http://t.co/c5U63ODR",ko,[],['http://cafe.naver.com/energystory/985'],['https://pbs.twimg.com/media/AhVLutICAAEqwYR.jpg'],0,0,1,[],[],https://twitter.com/SchneiderKOREA/status/150109428337737728,False,,1,https://pbs.twimg.com/media/AhVLutICAAEqwYR.jpg,,,,,,,[],,,,
149758389935816704,149758389935816704,2011-12-22 16:49:17 대한민국 표준시,2011-12-22,16:49:17,+0900,250535153,schneiderkorea,SchneiderElectricKor,,"[슈나이더일렉트릭] 넷보츠(NetBotz)데이터센터 물리적 보안 완벽 솔루션, APC 바이 슈나이더 일렉트릭 코리아의 '넷보츠(NetBotz) 솔루션이 IT관리자들의 높은 호응을 얻고 있다.  http://t.co/Aje6abWp",ko,[],[],['https://pbs.twimg.com/media/AhQMdlKCQAE1LdG.jpg'],0,0,0,[],[],https://twitter.com/SchneiderKOREA/status/149758389935816704,False,,1,https://pbs.twimg.com/media/AhQMdlKCQAE1LdG.jpg,,,,,,,[],,,,
149398512826716160,149398512826716160,2011-12-21 16:59:16 대한민국 표준시,2011-12-21,16:59:16,+0900,250535153,schneiderkorea,SchneiderElectricKor,,세계 최대 에너지 기업인 슈나이더 일렉트릭에서 연말을 맞아 에너지 관련 빅이벤트를 진행합니다. 이번 기회 놓치지 마세요~ 자세한 내용은 아래 주소에서 확인하실수 있습니다.  http://t.co/Ddhjm6kQ  http://t.co/7QCeFOQ4,ko,[],['http://cafe.naver.com/energystory/947'],['https://pbs.twimg.com/media/AhLFJ-eCEAAx7va.jpg'],0,0,0,[],[],https://twitter.com/SchneiderKOREA/status/149398512826716160,False,,1,https://pbs.twimg.com/media/AhLFJ-eCEAAx7va.jpg,,,,,,,[],,,,
149023500076728320,149023500076728320,2011-12-20 16:09:06 대한민국 표준시,2011-12-20,16:09:06,+0900,250535153,schneiderkorea,SchneiderElectricKor,,"[슈나이더 일렉트릭] 에너지 효율 향상을 위한 맞춤형 에너지 관리 솔루션 세계 최고 수준 “에너지 공급에서 사용, 절약까지 슈나이더일렉트릭의 에너지 관리 노하우는 세계 최고 수준이다.  http://t.co/EY0aTmv8",ko,[],[],['https://pbs.twimg.com/media/AhFwFXHCQAA6f5q.jpg'],0,0,0,[],[],https://twitter.com/SchneiderKOREA/status/149023500076728320,False,,1,https://pbs.twimg.com/media/AhFwFXHCQAA6f5q.jpg,,,,,,,[],,,,
147581702338916352,147581702338916352,2011-12-16 16:39:54 대한민국 표준시,2011-12-16,16:39:54,+0900,250535153,schneiderkorea,SchneiderElectricKor,,"[슈나이더일렉트릭, 선박무선 '에너지 관리 솔루션' 적용] 슈나이더 일렉트릭이 선박무선에 에너지 관리 솔루션을 공급한 이래로 사용자들에게 많은 호응을 얻으며 성공적인 자리매김을 하고 있다.  http://t.co/vjCvEz79",ko,[],[],['https://pbs.twimg.com/media/AgxQxr_CMAA4ofc.jpg'],0,0,0,[],[],https://twitter.com/SchneiderKOREA/status/147581702338916352,False,,1,https://pbs.twimg.com/media/AgxQxr_CMAA4ofc.jpg,,,,,,,[],,,,
