,date,name,tweet
344,2014-09-26,중소벤처기업부,[이벤트] 당신의 창업을 성공으로 이끌 수만 있다면  http://t.co/7sNPoAz2Ik 댓글을 통해 왜 창업을 하고 싶은지 말해주세요. 다섯 분을 추첨해 '당신의 창업을 성공으로 이끌 수만 있다면'을 보내드립니다^^
345,2014-09-26,중소벤처기업부,나중기에게 급하게 떨어진 업무는 훗날 대한민국 경제에 커다란 영향을 미치는 O-JK 프로젝트의 완성. 과연 나중기는 마지막 미션을 해결할 수 있을까요^^?  http://t.co/Yys15MlOJR  http://t.co/h5uGUynGYB
346,2014-09-26,중소벤처기업부,@bandjuns 어제 고생 많이 하셨습니다. !! 오중기 다시 한번 정중한 배꼽인사 드립니다. !! 어제 큰머리와 긴머리가 유쾌하게 함께 해 주셔서 옆에 있던 오!중기 기분이 훨훨~!! 영상 기대해주세요^^  http://t.co/8OhVst2Pyv
347,2014-09-26,중소벤처기업부,@4M_jiyoonitt 꿈꾸는 대표님에서 제일 멋진 캐릭터 꿈이로 변신 중이신 전지윤님. 자체 발광 미모로 오!중기 #캐감동 중. 현장의 멋진 모습 공유하고 싶어서 사진 투척합니다.  https://t.co/rycER00aty
348,2014-09-26,중소벤처기업부,@sunghyun_baek 꿈꾸는 대표님의 오중기로 살아가시느라 고생많으신 백성현님 촬영현장에서 성현님의 아우라로 진짜  오!중기 주늑들뻔 !! ㅠㅠ 성현군의 이야기는  https://t.co/92NMAi0RqZ 에서 고고~!!
349,2014-09-26,중소벤처기업부,또 시간여행을 한 나중기! 그런데 이 분위기...이 설정...혹시 막장드라마??는 과연 출생비밀을 밝혀낼까요? 아니면 또 다른 모험을 겪게 될까요^^?  http://t.co/ER5D8sXlPA  http://t.co/r8MR3hc5BH
350,2014-09-26,중소벤처기업부,"새로운 시선, 힘찬 재도전! '실패'가 아니라 '다시 시작'입니다. 혁신적 실패사례 공모전에 참여해보세요^_^ 10월 17일까지~!!  http://t.co/1v3RPI5gcR 홍보영상 보기 -&gt;  http://t.co/MzCYjimnqs"
351,2014-09-25,중소벤처기업부,[도서 이벤트 결과발표] 장사하라  http://t.co/f6sBQurC9R 부디 이 책이 성공적인 창업에 큰 도움이 되기를 바랍니다!
352,2014-09-25,중소벤처기업부,국정과제의 일환으로 추진해온 벤처투자 활성화 정책이 성과를 보이고 있다는 훈훈한 소식을 전해드립니다^^  http://t.co/TVcj4gJ0ge
353,2014-09-25,중소벤처기업부,충남에 위치한 #부여시장 에서 '일단은 준석이들'과 함께 가게 앞 세레나데가 진행 중입니다. 분위기가 장난 아니죠~?ㅎㅎㅎ 흥겨운 음악으로 부여시장의 상인분들이 긍정에너지를 팍팍!! 받으셨으면 좋겠습니다.  http://t.co/0nzYd41Ycm
354,2014-09-25,중소벤처기업부,자신만의 사업을 꿈꾸며 아이템 구상 중인 나창업씨. 엄마가 보기엔 그냥 불효자(...)일 뿐입니다. 과연 나창업은 용기를 잃지 않고 미래의 CEO가 될 수 있을까요?  http://t.co/o4vTfsXNT4  http://t.co/T1zl7U8lJg
355,2014-09-24,중소벤처기업부,"최초 공개! 중기청 웹드라마 '꿈꾸는 대표님'의 촬영 현장입니다^^ 젊은 창업가 오중기와 파워블로거 꿈이의 판타지 로맨스가 펼쳐질랑말랑(?) 하는군요ㅎㅎ남녀 두 주인공, 누군지 알아보시겠어요~?  http://t.co/oCwG2MSZgq"
356,2014-09-24,중소벤처기업부,좌절에 빠진 오차장 앞에 나타난 나중기! 과연 그는 영원히 고통받는 오차장의 고민을 해결할 수 있을까요~?  http://t.co/PttOmxjLeL 중소기업·소상공인 정책금융 지원을 소개합니다!!  http://t.co/EFS27TtP7Q
357,2014-09-24,중소벤처기업부,나중기가 폐업을 결심한 소상공인의 마음을 돌려놓기 위해 시간여행을 떠났습니다. 경영이 어렵다는데 어떻게 설득시키냐구요? 내년에 신설되는 소상공인시장진흥기금 때문이죠!  http://t.co/iCOnIVMAKg  http://t.co/QPQbIiPC9h
358,2014-09-24,중소벤처기업부,정부는 자영업 자체의 구조적 문제를 해결하고자 세 가지 대책을 마련했습니다. 그중 사업인생의 파트너라 할 수 있는 '자영업자 생애주기 단계별 대책'을 소개합니다^^  http://t.co/BHSTVInEMc  http://t.co/LmmnXxVuRB
359,2014-09-24,중소벤처기업부,[이벤트 결과 발표] 오!중기의 창업 파트너를 찾아주세요!   http://t.co/PboM70bEEN 당첨되신 분은 DM으로 '이름 / 전화번호'를 보내주세요. 해당하는 경품을 보내드리겠습니다:) 이벤트에 참여해주신 모든 분께 감사드립니다! #이벤트
360,2014-09-23,중소벤처기업부,깜짝 놀랄만한 재정정책을 가지고 미래에 왔습니다. 뭔가 조금 수상한 중소기업청 주무관의 내수경제 살리기 프로젝트! 곧 그의 좌충우돌 이야기를 웹툰으로 만나보실 수 있습니다. 커어밍~수운~~  http://t.co/6ZBsKhtVQ2
361,2014-09-23,중소벤처기업부,[이벤트 결과 발표] 오!중기의 창업 파트너를 찾아주세요!   http://t.co/PboM70bEEN 당첨되신 분은 DM으로 '이름 / 전화번호'를 보내주세요. 해당하는 경품을 보내드리겠습니다:) 이벤트에 참여해주신 모든 분께 감사드립니다! #이벤트
362,2014-09-23,중소벤처기업부,"벌써 3회째를 맞는 '가게 앞 세레나데'가 25일, 충남 부여시장에서 진행됩니다. ^_^ 9월 공연에 함께할 아티스트 '일단은, 준석이들'과의 첫 미팅 현장을 소개합니다.  http://t.co/MzRbWZnX6u"
363,2014-09-23,중소벤처기업부,"[오늘의 비즈니스 명언#22] ""훌륭한 회복은 실망하고 화난 고객들은 충실한 고객으로 바꿀 수 있다."" #비즈니스 #명언"
364,2014-09-23,중소벤처기업부,"대한민국 경제와 중소기업의 핵심역량 강화를 위해 역대 최대 규모의 지원이 쏟아집니다!  http://t.co/lNe6tytDXN 2015년, 중소기업청의 어마어마한 예산안을 인포그래픽으로 만나보세요^_^"
365,2014-09-23,중소벤처기업부,@tonglyoo 그쵸그쵸? 다들 즐겁게 기술혁신대전에 참여한 것 같아 뿌듯했답니다^^ 학교 선생님들께 마음 속 깊이 감사드리고 싶어요:D
366,2014-09-22,중소벤처기업부,중소기업 기술혁신대전에 의외의 웃음소리가 들렸습니다. 때묻은(?) 어른과는 다른 청량한 고교생들의 웃음소리가 코엑스 전시장에 울려 퍼졌던 것이죠. :) 과연 무슨 일이 있었던 것일까요~?  http://t.co/A6wXL7gbbj
367,2014-09-22,중소벤처기업부,"동영상을 @YouTube 재생목록  http://t.co/wHuTDU0wpS 중소기업 휴먼다큐 '새벽이야기' - ""발명왕 우리 엄마"""
368,2014-09-22,중소벤처기업부,"동영상을 @YouTube 재생목록  http://t.co/ClRR0zTHOY 중소기업 휴먼다큐 '새벽이야기' - ""조용한"
369,2014-09-22,중소벤처기업부,"동영상을 @YouTube 재생목록  http://t.co/xAMGPKe5Ab 골목 옆 시장, 서울 ㅌㅗㅇㅇㅣㄴㅅㅣㅈㅏㅇ ㅍㅕㄴ!에"
370,2014-09-22,중소벤처기업부,"동영상을 @YouTube 재생목록  http://t.co/pN86m9Lecd 골목 옆 시장, ㅁㅏㅇㅇㅝㄴㅅㅣㅈㅏㅇㅍㅕㄴ!에"
371,2014-09-22,중소벤처기업부,동영상을 @YouTube 재생목록  http://t.co/MtAJay8plC [중소기업 정책백서] 내가 만난 정책_창업선도대학 편
372,2014-09-22,중소벤처기업부,동영상을 @YouTube 재생목록  http://t.co/E6Yrlpu2GJ [중소기업 정책백서] 내가 만난 정책 타이틀 영상에
373,2014-09-22,중소벤처기업부,중소기업 기술개발과제 선정 과정이 더욱 투명하고 편리해졌습니다! 정부 최초로 클린평가시스템을 도입하면서 공정함을 더했습니다. 더군다나 2개월이 걸리던 평가기간이 단 1주일로 단축! ^_^    http://t.co/MfIMevTf4q
374,2014-09-22,중소벤처기업부,"2015년 예산안 10문 10답, 오해와 진실. 링크로 확인해보세요~  http://t.co/jWh6gAmOqf"
375,2014-09-19,중소벤처기업부,내년도 정부예산안 한눈에 살펴보세요 ● 동영상(2:15)   http://t.co/OFvzSz1A8s ● mobile용 인포그래픽 http://t.co/dpDpjS7XCi ● 마이크로사이트  http://t.co/X041KSC1ps
376,2014-09-19,중소벤처기업부,"오준오 RHT 대표는 창업선도대학을 통해 기술의 상용화는 물론이고 마케팅 판로, 연계 프로그램까지 경험했다고 해요^^ 미래를 향해 순항 중인 오준오 대표의 이야기를 들어보세요. :)  http://t.co/jj3YXcQbOV"
377,2014-09-19,중소벤처기업부,청년 창업의 도전과 혁신 마인드를 고취하고 기업가정신 확산을 위한 '기업가정신 팩토리'가 본격적인 운영에 들어갑니다~!    http://t.co/AcyRYRBQkJ  http://t.co/ZHSnkQb2uu
378,2014-09-19,중소벤처기업부,252개 기업 및 기관이 참여하는 제15회 중소기업 기술혁신대전에는 학생들도 많이 참석하여 자리를 빛내주었습니다:) 이들이 보고 느낀 이번 대전은 어떤 모습일까요^^?     http://t.co/eovgKkLDCg
379,2014-09-18,중소벤처기업부,중기청의 #최애캐 오!중기가 창업드라마를 찍을 예정입니다. 오!중기와 함께 창업도 하고 여러 가지 경험을 함께할 파트너를 추천해주세요:) #이벤트 에 참여해주신 50분께 경품까지~!  http://t.co/lvfQHg2zqV #성별구별없음 #19금아님
380,2014-09-18,중소벤처기업부,지금 코엑스에서는 2014년 중소기업 기술혁신대전이 열리고 있습니다. 우리 중소기업의 기술혁신 성과와 최신 R&amp;D 동향을 만나보실 수 있으며 채용연계 면접 등 다양한 프로그램이 준비되어 있습니다^_^  http://t.co/iZubABCwrG
381,2014-09-18,중소벤처기업부,@spacestarsky 헉 그러고 보니 비슷한 부분이 있네요! 어차피(?) 개발자가 필요하기 때문에 좋은 조합일 수도^^
382,2014-09-18,중소벤처기업부,@tonglyoo 쬐끔!이 아니라 크게 도움이 될 수 있도록 노력하겠습니다:) 기대 많이 해주세요!!
383,2014-09-18,중소벤처기업부,세계적인 벤처투자사와 1.5억 달러 규모 '대한민국 벤처펀드'를 위한 MOU를 체결했습니다~! 실리콘 밸리 상위 5% 이내 벤처투자 기관이 직접 나서서 벤처펀드를 운용하는 것은 사상 처음입니다:)  http://t.co/uM5dOxmqFI
384,2014-09-18,중소벤처기업부,@rlarudfud 전혀 예상치 못한 조합이네요ㅋㅋㅋㅋㅋㅋ 재미있을 거 같아요:D
385,2014-09-17,중소벤처기업부,중기청의 #최애캐 오!중기가 창업드라마를 찍을 예정입니다. 오!중기와 함께 창업도 하고 여러 가지 경험을 함께할 파트너를 추천해주세요:) #이벤트 에 참여해주신 50분께 경품까지~!  http://t.co/VSmq0tu6WJ #성별구별없음
386,2014-09-17,중소벤처기업부,아르바이트 경험을 살려 지금은 어엿한 프랜차이즈 브랜드를 이끄는 이상준 대표를 소개합니다. RT 하시면 5분을 추첨하여 그의 저서 '장사하라'를 보내드립니다^_^ (무작위로 친필 사인까지ㅎㅎ)  http://t.co/KcTjRPBezu #이벤트
387,2014-09-17,중소벤처기업부,"[오늘의 비즈니스 명언#21] ""싸움에서 승리하는 군대는 먼저 이겨놓은 다음에 싸운다. 패배하는 군대는 싸움을 시작해놓고 뒤에 이기려 한다."" - 손자 #비즈니스 #명언 #손자"
388,2014-09-17,중소벤처기업부,@xingzuo94 오!중기와 달라도 너무 다른데요?ㅋㅋㅋ복장은 비슷한 거 같은데 아무래도 패완얼ㅠㅠ 하지만 좋은 파트너가 될 거라는 점에서는 동의합니다:)
389,2014-09-17,중소벤처기업부,@a_tocopherol 일단 사업자금은 문제가 없을 지도 모르겠네요(으응?)
390,2014-09-17,중소벤처기업부,우리 중소기업의 최신 R&amp;D 동향과 함께 국민들도 우수 기술과 제품을 만날 수 있는 국내 최대의 기술종합 전시회가 코엑스에서 3일간 열립니다. 누구나 무료로 입장 가능하니까요 꼭 한 번 찾아가 보세요~!!   http://t.co/ES92B45Wcw
391,2014-09-16,중소벤처기업부,@bizinfo1357  http://t.co/E6Yrlpu2GJ [중소기업 정책백서] 내가 만난 정책 타이틀 영상의 @YouTube 동영상에
392,2014-09-16,중소벤처기업부,중기청의 #최애캐 오!중기가 창업드라마를 찍을 예정입니다. 오!중기와 함께 창업도 하고 여러 가지 경험을 함께할 파트너를 추천해주세요:) #이벤트 에 참여해주신 50분께 경품까지~!  http://t.co/VSmq0tu6WJ #성별구별없음
393,2014-09-16,중소벤처기업부,"나날이 발전하는 우리 나라의 창업·벤처생태계! 한중일, 그리고 선도국가인 미국과 비교하면 어떤 차이점이 있을까요?  http://t.co/8yEp27PPE1  http://t.co/1IwCWY5ctD"
394,2014-09-16,중소벤처기업부,중소기업만을 위하여 준비된 정책백서! '내가 만난 정책'을 여러분께 소개합니다. 앞으로 정책을 만난 사람의 이야기를 통해 미래의 길을 열어드립니다^_^  http://t.co/C9gfJVpESR
395,2014-09-16,중소벤처기업부,"[오늘의 비즈니스 명언#20] ""웃음이 없는 사람은 상점을 개설해서는 안된다."" - 데일 카네기 #비즈니스 #명언 #웃음"
396,2014-09-16,중소벤처기업부,중기청의 #최애캐 오!중기가 창업드라마를 찍을 예정입니다. 오!중기와 함께 창업도 하고 여러 가지 경험을 함께할 파트너를 추천해주세요:) #이벤트 에 참여해주신 50분께 경품까지~!  http://t.co/VSmq0tu6WJ #성별구별없음 #19금아님
397,2014-09-16,중소벤처기업부,중소기업기술혁신개발사업의 글로벌전략분야와 서비스연구개발분야의 지정공모과제 도출을 위해 기술수요조사를 실시합니다! 또한 시장수요를 반영하기 위해 지역별 설명회도 개최합니다. http://t.co/OypPqvdnrk  http://t.co/1ERr8hV6k4
398,2014-09-15,중소벤처기업부,중기청의 #최애캐 오!중기가 창업드라마를 찍을 예정입니다. 오!중기와 함께 창업도 하고 여러 가지 경험을 함께할 파트너를 추천해주세요:) #이벤트 에 참여해주신 50분께 경품까지~!  http://t.co/VSmq0tu6WJ #성별구별없음
399,2014-09-15,중소벤처기업부,@yunsmamy 중소기업 사장님으로 어울리는 배우면 더 재미있을 것 같아요! 예를 들면 송강호님이라던가... #예산부족
400,2014-09-15,중소벤처기업부,"@Jumin333 짱구는 어떤 업무를 맡겨야 할까요? 도저히 감이 안 잡히네요;; ""그나저나 오징어와 짱구의 차이는? 짱구는 못말려"" 라는 오래된 개그가 갑자기 생각나네요. #죄송합니다"
401,2014-09-15,중소벤처기업부,@minsu22222 요즘 가장 핫(?) 이순신 장군님! 리더쉽만큼은 오!중기가 오히려 한 수 배워야 하겠네요ㅎㅎ
402,2014-09-15,중소벤처기업부,중기청의 #최애캐 오!중기가 창업드라마를 찍을 예정입니다. 오!중기와 함께 창업도 하고 여러 가지 경험을 함께할 파트너를 추천해주세요:) #이벤트 에 참여해주신 50분께 경품까지~!  http://t.co/VSmq0tu6WJ #성별구별없음 #19금아님
403,2014-09-15,중소벤처기업부,"지난 11일 중기청장은 기술개발사업 참여업체, 전문기관 등을 모시고 간담회를 개최했는데요. 이날 건의사항을 토대로 올해 하반기에 '중소기업 기술개발 혁신방안'을 발표할 계획입니다:)    http://t.co/FHMXc88SEI"
404,2014-09-12,중소벤처기업부,웹드라마에 부담 없이 출연하고 씬(Scene)을 훔쳐라!  http://t.co/ln25Ol2gNa 청춘스타와 함께 드라마 촬영현장에 부담 없이 참여해보고 싶으신 분을 찾습니다~^^
405,2014-09-12,중소벤처기업부,"여러분이 필요로 하는 벤처·창업 관련 행사를 한 눈에 확인할 수 있습니다. 인포그래픽으로 미리 확인하시고 진짜 벤처, 창업을 경험할 수 있는 절호의 기회를 놓치지 마세요. ^_^   http://t.co/L0z4q7Wib6"
406,2014-09-12,중소벤처기업부,"[오늘의 비즈니스 명언#19] ""오늘날 성공적인 리더십의 열쇠는 권위가 아니라 영향력이다."" - 캔 블랜차드 #비즈니스 #명언 #리더십"
407,2014-09-12,중소벤처기업부,정말 빠르고 순식간에 지나간 추석 연휴. 하지만 민족 대명절의 분위기만큼은 절대 대충 지나가질 않았었습니다! 망원시장에서 엿본 추석 전 뜨거운 열기를 만나보세요.   http://t.co/96b1P8y5s8
408,2014-09-12,중소벤처기업부,@Soombisori 앗! 그렇게 생각할 수도 있겠네요:)
409,2014-09-11,중소벤처기업부,4가지 웹툰을 통해 대한민국 경제활성화의 비법이 완전히 공개됩니다! 정말 재미있으니까 한 번 보고 가세요^^  https://t.co/DZWsM9zlQC
410,2014-09-11,중소벤처기업부,대중 인지도를 보자면 올해 월드클래스 300 기업 중 가장 돋보이는 기업이 아닐까 해요! 독특한 숙취해소 드링크 광고로 알려진 '한독'을 여러분께 소개합니다.  http://t.co/r0nBPw3oFA  http://t.co/cCfbb8r1Y7
411,2014-09-11,중소벤처기업부,"[오늘의 비즈니스 명언#18] ""무엇을 아는 것보다 무엇을 할 수 있는 능력이 중요하다."" - 피터 드러커 #비즈니스 #명언"
412,2014-09-06,중소벤처기업부,"동영상을 @YouTube 재생목록  http://t.co/luqvbISCgL 전통시장 생중계 프로젝트, 골목 옆 시장에"
413,2014-09-06,중소벤처기업부,"동영상을 @YouTube 재생목록  http://t.co/Lsv3iUKIi4 골목 옆 시장, 서울 광명시장 편!에 추가했습니다."
414,2014-09-06,중소벤처기업부,"동영상을 @YouTube 재생목록  http://t.co/g4VBd8ARCJ 골목 옆 시장, 성남 단대시장 편!에 추가했습니다."
415,2014-09-05,중소벤처기업부,동영상을 @YouTube 재생목록  http://t.co/HXESlif58Q 가게 앞 세레나데 공식 트레일러에 추가했습니다.
416,2014-09-05,중소벤처기업부,동영상을 @YouTube 재생목록  http://t.co/crYlwBZfeH 가게 앞 세레나데 - 권나무 (울산 언양시장편)에
417,2014-09-05,중소벤처기업부,동영상을 @YouTube 재생목록  http://t.co/DHnvmo4QJt 가게 앞 세레나데 - 허지영 (성남 단대시장편)에
418,2014-09-05,중소벤처기업부,"전통시장에서 삶을 엮어나가는 상인들과 시장에 활력을 불어넣기 위해 인디밴드가 찾아갑니다. '가게 앞 세레나데' 8월 공연의 주인공, '허지영'님입니다^_^  시원한 아이스크림같은 영상을 함께 만나보시죠~!  http://t.co/atN9gNcgMp"
419,2014-09-05,중소벤처기업부,자주 사용하지는 않더라도 제기용품만큼은 꼼꼼하게 고를 수밖에 없지요. 그 마음까지 헤아리며 30년간 제기용품을 판매하고 있는 단대시장의 남원목기상을 소개합니다^^  http://t.co/QI5TfxqRXd  http://t.co/nx7xoUuNFM
420,2014-09-05,중소벤처기업부,"[오늘의 비즈니스 명언#17] ""비즈니스의 참 목적은 고객을 발견하고 그것을 유지시키는 것이다."" - 시어로어 래빗/ 하버드대학 교수 #비즈니스 #명언"
421,2014-09-05,중소벤처기업부,"""우리 경제가 다시 한 번 힘차게 일어나고, 우리 국운이 용솟음쳐서 국민 여러분의 가정에 풍요와 행복이 함께 할 수 있기를 바랍니다."" 박근혜 대통령의 추석명절 인사 영상을 전합니다  http://t.co/kdxw4q9Qph"
422,2014-09-05,중소벤처기업부,@YouTube 동영상  http://t.co/LyMPiV72Un 2014년 박근혜 대통령 추석 명절 인사에 좋아요 표시를 했습니다.
423,2014-09-05,중소벤처기업부,예비 여성창업자를 위한 실천창업스쿨을 소개합니다. 교육이 끝난 후에도 맞춤형 컨설팅까지!! 여성분들은 지금 바로 링크를 클릭해보세요^^   http://t.co/tKVIdR1ntl  http://t.co/EY0cBAdPs7
424,2014-09-04,중소벤처기업부,"추석을 앞둔 지난 8.30일, 정홍원 국무총리가 서울 관악구 신원시장을 찾았습니다. 전통시장 활성화를 위한 정 총리의 한가위 통 큰 장보기를 따라가봤습니다.  http://t.co/NuL4xfK2sC"
425,2014-09-04,중소벤처기업부,"@YouTube 동영상  http://t.co/Wmmi5zSllU [총리, 우리곁으로] 정 총리, 한가위 통 큰 장보기('14.8.30)에 좋아요"
426,2014-09-04,중소벤처기업부,"중소기업인의 하소연, 오늘까지입니다. 변화의 대한민국, 기술금융으로 중소기업인이 살아납니다! 자금난에 허덕이는 중소기업에게 희망의 디딤돌이 되겠습니다.  http://t.co/r49vJz90pG"
427,2014-09-04,중소벤처기업부,상인들의 웃음이 생중계되고 상큼한 노래가 시장 전체를 감싸 안았았던 성남 단대시장의 행복한 하루를 소개합니다:)  http://t.co/ccFYiJB7U9  http://t.co/bHWlEQ48OW
428,2014-09-04,중소벤처기업부,"[오늘의 비즈니스 명언#16] ""창업가는 일반인보다도 높은 목표달성의욕을 가지고 있다."" - 데이비드 매클랜드 #비즈니스 #명언"
429,2014-09-04,중소벤처기업부,급작스러운 집중호우로 피해를 입은 부산·울산·경남지역의 중소기업 및 소상공인의 경영안정을 위해 재해특례 보증을 지원합니다.  http://t.co/ocl3Ckm5wB  http://t.co/t07wem0dXa
430,2014-09-03,중소벤처기업부,전통시장의 숨은 매력과 상인분들의 기운을 생생하게 즐길 수 있는 '골목 옆 시장'이 오늘은 망원시장을 찾아갑니다. 4시부터 생중계로 망원시장 곳곳을 여행해보세요.    http://t.co/0hVxGHUzNJ  http://t.co/wuhKUsQeLW
431,2014-09-03,중소벤처기업부,제2차 규제개혁장관회의가 오늘 오후 2시부터 박근혜 대통령 주재로 열립니다. 각 부처가 추진중인 규제개혁 방안 등이 점검될 예정입니다. 여러분의 많은 시청 바랍니다.  http://t.co/kgl9NViQ15
432,2014-09-03,중소벤처기업부,"[오늘의 비즈니스 명언#15] ""의사결정이 효과적이기 위해서는 의사결정이 최대한 낮은 직급에서 이루어져야 한다."" - 색슨 테이트"
433,2014-09-03,중소벤처기업부,조금은 일찍 다가온 추석! 매년 맞이하는 명절이지만 언제나 준비해야 할 것이 많죠^^? 제수용품 할인받는 방법도 배우고 경품도 받아가세요:)  http://t.co/8kgRaFA0Te  http://t.co/vkFyBHOgJi
434,2014-09-03,중소벤처기업부,"""더이상 늦어져서는 안됩니다."" 오늘 오후2시! 규제개혁을 위한 끝장토론! 규제개혁장관회의 그 두번째 에피소드가 생방송으로 펼쳐집니다. 예고편 영상보기--&gt;  http://t.co/kmwHcHcH0B"
435,2014-09-02,중소벤처기업부,중소기업청은 기회형 창업 세계 1위이자 기업 친화적 환경을 보유하고 있는 덴마크와  글로벌 벤처?창업 및 기업가정신 확산을 위한 MOU를 체결했습니다.  http://t.co/K1W5DZ1qU6  http://t.co/DYd8NjvMX4
436,2014-09-02,중소벤처기업부,"[오늘의 비즈니스 명언#14] ""모험없이는 이익도 없다."" - 리처드 브랜슨 #비즈니스 #명언"
437,2014-09-02,중소벤처기업부,좋은 주방용품이 요리도 맛있게 만들어줄 것 같은 느낌적인 느낌이 있는 건 확실합니다! 중기 '히트500'제품 소개의 마지막은 주방용품입니다. :)  http://t.co/8Qs3Qj1uRZ  http://t.co/6D5gwbbuvC
438,2014-09-01,중소벤처기업부,중소기업청은 불공정 하도급거래행위로 중소기업에 피해를 준 업체 세 곳을 검찰에 고발하도록 공정거래위원회에 요청했습니다. 이번 요청은 올해 1월 의무고발요청제가 시행된 이후 최초입니다.  http://t.co/SLHAo7Yu6y
439,2014-09-01,중소벤처기업부,"중소기업과 소상공인, 전통시장과 함께하게 될 나다운 서포터즈가 본격적인 활동의 서막을 알렸습니다. 처음으로 나누는 인사와 예상치 못한 손님의 방문까지! 서포터즈의 '나다운' 활동을 기대해주세요^^  http://t.co/c8rkf9eeSv"
440,2014-08-29,중소벤처기업부,몇 번의 클릭으로 전국의 주요 전통시장 50곳의 정보를 확인할 수 있는 방법을 여러분께 소개합니다. 몇 번만 따라하시면 쉽게 따라하실 수 있어요^^  http://t.co/jf0vB75QWh
441,2014-08-29,중소벤처기업부,기술성이 우수한 창업기업 및 유망 중소기업이 벤처에 진입하여 성장할 수 있도록 '벤처기업 확인제도'가 확~ 바뀌었습니다! 어떻게 요건들이 개편되었는지 알아볼까요?  http://t.co/EoXMRLqr2B  http://t.co/lzMqtiAZes
442,2014-08-29,중소벤처기업부,"[오늘의 비즈니스 명언#13] ""서비스에 있어 유일한 정수(定數)는 변화다."" - 칼 알브레히트/ 컨설턴트 #비즈니스 #명언"
443,2014-08-28,중소벤처기업부,"기회를 찾아 해외로 진출하려는 소상공인을 위해 교육사업이 마련되었습니다. 중국, 베트남, 미얀마, 캄보디아 등 신흥개도국 4곳에서 창업을 희망하신다면 놓쳐서는 안 될 기회라구요!!  http://t.co/VVtUfrSYJy"
444,2014-08-28,중소벤처기업부,"지방 소재 중소기업의 연구개발 인력부족, 어떻게 해결해야 한다고 생각하시나요? 여러분의 참신한 아이디어를 실제 정책에 반영하는 정책아이디어 공모전이 개최됩니다^_^  http://t.co/A8zRQFld6O"
445,2014-08-28,중소벤처기업부,"[오늘의 비즈니스 명언#12] ""서비스 경험의 최종 결과는 느낌이다."" - 칼 알브레히트/ 컨설던트 #비즈니스 #명언"
446,2014-08-28,중소벤처기업부,"올 추석 선물은 부모님의 건강을 챙겨드릴 수 있는 반려(?)가전이 어떠신가요^^? 중기 '히트500' 제품 소개 두 번째 시간, 오늘은 색다른 가전 제품을 제안해드립니다. :)  http://t.co/8xZBPyHW4T"
447,2014-08-27,중소벤처기업부,추석을 맞이하여 물가는 안정되고 서민과 중소기업의 걱정은 덜고! 더 안전하고 보다 즐거운 이동을 위한 원활한 교통대책과 먹거리를 안심할 수 있는 '추석 민생안정대책'이 발표되었습니다^_^   http://t.co/xFx0npPpFK
448,2014-08-27,중소벤처기업부,"소기업, 소상공인을 위한 3천억 원 규모의 지원이 시행됩니다. 이차보전 방식으로 이뤄지는 이번 지원은 가까운 소상공인지원센터를 방문하시면 도움을 받으실 수 있습니다. :)  http://t.co/AVIufmHtCg"
449,2014-08-27,중소벤처기업부,"[오늘의 비즈니스 명언#11] ""고객과 관계가 좋지 않거나 나빠지고 있다는 것을 분명히 보여 주는 것 중의 하나는 불평이 전혀 없다는 것이다."" - 시어도어 레빗/ 하버드대학 교수 #비즈니스 #명언"
450,2014-08-26,중소벤처기업부,"[오늘의 비즈니스 명언#10] ""고객과 만나는 15초 동안은 기업의 운명이 결정된다."" - 얀 칼슨/SAS 전 회장 #비즈니스 #명언"
451,2014-08-26,중소벤처기업부,내일 오후 1시 30분 서울에 위치한 단대마트시장(성남시 중원구 광명로 289)에서 가게 앞 세레나데 8월 공연이 진행됩니다 ^0^/ 싱어송라이터 #허지영 님과 함께 할 멋진 공연을 기대해주세요~! @jeeyoungs
452,2014-08-26,중소벤처기업부,@imeetyou2 감사합니다 헤헤^^ 재미있는 소식은 재미있게 소개해야 읽는 분들도 즐거워 하시니까요:) 오늘도 즐거운 하루 보내세요~!
453,2014-08-26,중소벤처기업부,프렌차이즈 카페를 운영 중인 A씨. 본인이 소장하고 있는 음원을 카페에서 틀고 싶은데...법적으로 문제는 없을까요?  http://t.co/fHRPxUDXox
454,2014-08-25,중소벤처기업부,오!중기가 동네빵집을 취재했습니다. 그런데 빵집 사장님을 모신 게 아니라...'동네빵집'이라는 인디밴드!! 유재하음악경연대회 입상 경력의 소보로 킴과 폴 바게뜨의 희망찬 음악 이야기를 소개합니다^_^   http://t.co/UJw9SNIyYk
455,2014-08-25,중소벤처기업부,"[오늘의 비즈니스 명언#9] ""변화란 단순히 과거의 습관을 버리는 것이 아니다. 과거의 습관 대신 새로운 습관을 익히는 것이다."" - 캔블랜 차드"
456,2014-08-25,중소벤처기업부,"의대에서 임플란트를 배우는 것이 불가능에 가까운 시기부터 시작하여 이제는 매출액 국내 1위, 세계 5위의 기업으로 성장한 '오스템임플란트'를 소개합니다.   http://t.co/IfkFST7aNt"
457,2014-08-22,중소벤처기업부,올 추석선물은 색다르게 준비해보시는 건 어떠세요~^^? 자신 있게 중기 '히트500' 제품 추천해드립니다! 이번 기회에 부모님과 맛있는 수다시간를 가져보세요:)  http://t.co/ExDub64Ljj  http://t.co/oYBgpvOHBu
